,Subtype,EPYC,KRT14,LRRC15,OMD,MFAP5,SFRP2,ADAM12,IGKV1-12,COL11A1,FAM180A,FNDC1,GALNT15,POSTN,COL10A1,FIBIN,COL1A1,WT1,COL1A2,CMKLR2,TIMP3,XIRP1,COL3A1,MEDAG,MAGEL2,FN1,COL6A3,IGFL2,ST6GAL2,HSD17B6,GREM1,MUC2,SPINK4,VTN,SLC6A19,APOB,PGC,ITLN1,SLC28A2,GP2,ALB,PSAPL1,PDIA2,REG4,REG1B,A4GNT,C2CD4B,SLC13A2,AKR1C4,SLC19A3,TFF2,MT1H,REG3A,PRAP1,MAP3K20-AS1,SLC39A5,TM4SF20,MT1G,HPN,SH2D6,POU2AF2
s197,Consensus_class_2,-0.0258281076663135,-0.575807810701832,0.0374016038943056,4.50914298616343E-09,0.0196691374674063,1.6455313762421,0.828653381537686,0.412499369952986,1.45041232017717,-1.5741925397438E-05,0.96761070077462,-0.330852175120387,0.314040748371722,1.60604604254492,9.17831319040915E-11,4.53084120796638,-0.712126522039537,0.574121425998427,-0.507817139064863,0.703108080311084,-0.0932449314524742,2.72185911597616,-0.278970146033622,-0.056362465317712,2.18186264927618,2.56188992814898,-0.067870507130415,1.24290215185879E-09,-0.0224384983088467,0.722149929246577,-0.734478996477252,-1.00858834851854,-0.425680305580777,-0.627783454344634,-0.252757495870226,-0.473456314098156,-0.911546886720558,-0.695341650602481,-0.78668553589464,-0.674702795330813,-0.558137557211058,-0.477112857177804,-0.438131917967866,-0.675380394339462,-0.958182387328267,-0.226447265592229,-0.627783454344634,-0.477112857177804,-0.232729095330807,-0.066680276557026,-0.516924950196917,-0.747401622725769,-0.989886368905656,-0.627783454344634,-0.0449394257283649,-0.135780864419149,-0.262815771009474,-0.120244848092581,-0.604510129171978,-0.627783454344634
s198,Consensus_class_2,-0.0288020706788071,-0.751588514177082,1.40617473206004E-07,0.140976111251898,0.54672762459991,2.38202421874835,1.21612502455978,0.205133561894844,1.63482172199323,-1.69761475958375E-05,1.07076924293089,-0.671780100734557,2.16427386948493,1.52861079293035,0.0319618401687404,5.07371099075754,-0.651542115796672,0.139276898966416,-0.293168719719616,1.51671194258735,-0.104628184710566,3.74647229807944,-0.313580881314532,-0.722770603831462,3.61456906298538,3.71140517685321,-0.311504219219954,0.0791909991064603,-0.0601891406661779,0.674089296660634,-1.0371232067023,-0.902444162596516,-0.46048547468847,-0.793009626725592,-0.242987030204701,-0.44291077907263,-0.856282382074092,-0.825906127329845,-1.3567458042079E-77,-0.204121372035018,-0.803305562912967,-0.0780103333189354,-0.698910591982261,0,-0.942623473928974,-0.596387420055596,-0.651389205602985,-0.842786202250561,-0.354076180930311,-0.935688806833302,-0.669993593902666,-2.18000084784264E-76,-1.07530967283869,-0.870073442151768,-0.661310894716918,-0.484416413280723,-0.0121712954373537,-0.252589504731328,-0.686754634160387,-0.842786202250561
s199,Consensus_class_2,-0.0525785968407833,-0.379144121921413,0.316607887110095,1.38518293413231E-11,0.213312576110352,1.64058883686017,1.08665645938571,-0.392595100917589,1.9184965043992,-0.0002793985877859,0.90432084774621,-0.36047317238992,1.86159901918236,1.51957975621327,2.96159984215262E-07,4.28924026402202,-0.116939184752728,0.996089953549858,-0.19125579717466,1.287913209216,-0.0892422482315164,2.6615789935089,-0.277746943071544,-0.119573790491263,3.11803527364359,2.97702124960589,-0.265507441316083,0.0680607909973859,-0.33698787528909,0.411791376857589,-0.411364853173583,-0.965526136911626,-0.431966989751407,-0.443579943524293,-0.262055688141767,-0.652605917200954,-0.92737121573298,-0.40336439170468,-0.528111565261487,-0.508427967098476,-0.471687134222284,-0.33353998444351,-0.681906112912848,-0.629736832136596,-0.950329337010908,-0.33353998444351,-0.443579943524293,-0.443579943524293,-0.213427872859706,-2.43980831624383E-07,-0.443579943524293,-0.666428505962506,-1.01925828695508,-0.423075986700046,-0.363928363235353,-0.996294845103197,-0.780728083281795,-0.919459023121161,-0.397649549817928,-0.392595100917589
s200,Consensus_class_2,-0.343048379586204,0.494407563680984,1.03503594764937,0.405779165164017,0.367723779146862,2.32842153488267,1.13752213954592,-0.690854663185771,2.73460028214861,-0.0571961500309535,1.3148507497227,-0.114311320545136,1.00691914310464,2.259957441396,0.0025677315314512,4.62083039397803,-0.340131919429594,0.198174546401155,-0.481242208231847,1.47429103748488,-0.69327612117417,3.62379253546211,-0.65862309732618,-0.175396073529226,3.74423509222969,3.84893969996908,-0.1344885856976,0.123364083378343,-0.007041261082062,0.474445163561488,-0.282483206107071,-0.0727917227217554,-0.65862309732618,-0.49553863390887,-0.302666150691463,-0.408620572028991,-0.958054044585283,-0.68073070305391,-0.472440498115282,-1.40743629157851E-07,-0.65862309732618,-0.522439700644799,-0.276694477527106,-0.662019890331945,-0.906092973776845,-0.442090862335389,-0.579783081632323,-0.189831286570025,-0.207054509018356,-0.117367422684462,-0.438387668238937,-0.742354992409218,-0.840091838297421,-0.589365178832345,-0.500578047697404,-0.481292140210095,-2.85163613582726E-05,-0.423240421555883,-0.618920489160513,-0.612092219065534
s201,Consensus_class_2,-0.0981612689893735,-0.554806808146254,0.114660057976871,6.76134356682746E-10,0.194190279753216,1.09426980762288,0.525440682989467,-0.554806808146254,1.94794091416851,-0.000237359161312,0.860167975126987,-0.452918560772325,0.807866078714245,1.75889251407373,4.66454061242263E-08,4.29813847760026,-0.0755371793236764,0.942754123621345,-0.564060790182826,1.20305788296422,-0.0725688460858665,2.61005308290274,-0.351136428711097,-0.107186412729055,3.0019791959327,2.63074189312802,-0.329479140238967,6.40446157403199E-08,-0.168228031615376,2.93875184759414E-09,-0.229916973233726,-0.46660738049003,-0.383954124823168,-0.380565614050134,-0.243133118173827,-0.0490635636712914,-0.119046521947159,-0.686069515186418,-6.65688217053692E-05,-0.666544550612588,-0.37559881592868,-0.373972759971278,-4.09281393311792E-08,-0.0009711739162248,-0.317438307921484,-0.433199718395359,-0.554806808146254,-0.528304717471998,-0.188643882303824,-0.0032779435015145,-0.419955908613854,-0.0063324743849107,-1.08745144774841,-0.496789029169721,0.052804192091504,-0.190719011957072,-0.0007009082254521,-0.253470323388013,-0.41372998162851,-0.466846310762853
s202,Consensus_class_2,-0.053497598790102,-0.274425947432993,0.572818905711467,7.87200278966125E-11,0.181539042344698,1.3187362617915,1.09256154468264,-0.490444832299583,2.11835801587378,-0.0006034894737937,1.06498364530376,-0.305060832067737,1.87009041097301,1.96166100598667,0.0399869906813986,4.0714388713467,-0.232122263943572,0.970311400168591,-0.463928756559626,1.38085518185584,-0.68076382408947,2.73616177810982,-0.317155206582682,-0.0595107925958292,3.30590682790187,2.88414312730088,-0.355508587942382,0.0075021461332977,-0.559247284212559,1.08242622745918,-0.726898429752648,-0.924425912656898,-0.471020231159681,-0.517048570451779,-0.271378921526492,-0.130027165209428,-0.87697645488479,-0.776598319299774,-7.34437276938211E-05,-0.661607549500304,-0.317155206582682,-0.300743118913024,-0.0032882410721454,-0.515929028596263,-0.951357244963293,-0.396441426748416,-0.490444832299583,-0.457691290152476,-0.197340377767832,-9.05926870571923E-09,-0.396441426748416,-0.310227611791412,-0.252639024874758,-0.168886764466723,-0.266062141239057,-0.450380327496027,-0.0260156480549896,-0.375830867082886,-0.463928756559626,-0.446892606018249
s203,Consensus_class_2,-0.300343631835215,-0.541576941620457,0.383082097056432,1.70478724037728E-08,0.788472747920755,2.03876904160201,0.968441757493162,-0.543412391216899,2.32448397722798,-0.0006322316186672,1.04021716915771,-0.309097214065249,0.593466159461489,1.7125950737553,0.0835482819148112,4.38093042748526,-0.642461671422802,1.80346127410867,-0.523091968484699,1.39151701693252,-0.674073715547607,2.62164306138309,-0.0503782309942153,-0.114680961812183,3.82305004366952,3.06149050450181,-0.287843615498156,1.80674637462084E-08,-0.325826309642461,0.165996284469569,-0.399713261296826,-0.270258583879498,-0.604157121946508,-0.479336273449743,-0.301489979932699,-0.121579662980993,-0.877722719425181,-0.779455617028133,-0.0188942983430043,-0.002533512631146,-0.659711028122933,-0.439583096360646,-0.495270953911258,-0.615023647286249,-1.12731408210466,-0.457816566373684,-0.382213609853545,-0.49890890671349,-0.128149211014251,-9.42191265856651E-05,-0.551080797905177,-1.18788831258511E-05,-1.06771964454811,-0.0662296184752698,-0.375462193078257,-0.525654171846607,-0.26370321484429,-0.664166111672231,-0.659711028122933,-0.495041409712825
s204,Consensus_class_2,-0.0273828343281684,-0.901047856039524,0.0049015684646955,0.426630851042867,0.048357213405796,1.95826414057481,0.689041513631204,0.268670165584531,0.746905272241676,-0.187504799585967,1.47406013447754,-0.574885479749472,2.29810471470002,1.86907261873239,0.105225794917088,4.63553517642775,-0.0822270736393572,0.0745959537200778,-0.946663857034184,1.57928708818453,-0.0919026658786673,4.46409705301803,-0.250307278525056,-0.846187906379943,3.14114435993334,3.98320671873828,-0.384608452378092,1.89532766228178E-07,-0.323579424282212,0.172801723736184,-0.953673438384907,-0.756352135840573,-0.768380366042753,-0.482294356976352,-0.296569400454388,-0.167344668471902,-0.345987744808595,-0.81995405409794,-0.316606479260353,-0.658984647059875,-0.696431429402315,-0.744596517762233,-0.000137648096134,-0.671275697642438,-0.956317952457105,-0.645576901856964,-0.914400212690231,-0.771235976459014,-0.38554798141938,-0.0136856275117419,-0.728002748342194,-0.741757179838448,-2.29993692534605E-06,-0.946663857034184,-0.475058230426579,-0.455633978323874,-0.252583799783693,-0.202823119412707,-0.914400212690231,-0.692549264479922
s205,Consensus_class_2,-0.0265648976337335,-0.690769647516885,0.0823476554805832,1.03055748639979E-08,2.5009747166666E-09,2.60459233855514E-32,0.54414825136423,-0.104447792634438,0.888230676594165,-0.0018490285552843,0.538837671327684,-0.380574725784905,0.189373965055206,1.403080999076,0.0605942654768716,4.88202460599344,-0.11321244975597,0.0763593793306836,-0.544474665153693,0.267084006537017,-0.0219834299073979,3.0255150186192,-0.333541546243552,-0.07270364925029,3.96423990655453,3.7029636802694,-0.0001765456026681,3.88339410389359E-10,-0.322462424550592,0.236818681842877,-0.729546863614846,-0.806796779380548,-0.263559044689425,-0.455024796887053,-0.545426766419797,-0.0346720830886871,-0.297194802527812,-0.811292591399893,-2.70223201488227E-10,-0.334913037849949,-0.457396979013771,0.0622168739802431,-0.005011494826892,-6.55979668751499E-05,-0.155014261926491,-0.475551712150667,-0.765767583108236,-0.674012705909804,-0.217203088202746,-0.0002497170168166,-0.590000174013851,-6.24561406713522E-05,-0.371607473260349,-0.618566829917767,-0.607846507217872,-0.187561208419647,-2.05435200755173E-09,-0.229431472398445,-0.614902745393082,-0.516855308133682
s206,Consensus_class_2,-0.291569010894339,-1.0850085299624,1.13022435041908,0.867077493476101,1.42691898161472,2.93379661728779,1.41568434188959,-0.807368081162668,2.82765881189669,-0.0028614239545417,1.79194004971052,-0.230865857136367,0.750679056481109,2.76587113405013,0.475880194333026,4.32889946769008,-0.0054365463831684,0.0394981721683165,-0.516894449797233,2.481874812138,-2.09322664258517E-13,4.07598063844696,0.490878112266261,-0.848605602953995,3.99406566614504,3.76589341449817,-0.0530193323574939,0.2311694832846,-0.639210960710187,1.35284701558722,-0.180750750742359,-0.884922060254487,-1.02044784420394,-0.504282599100847,-0.315233126316042,-2.28394891899839E-07,-0.294006633650108,-0.197425127334114,-0.194006060160643,-0.454104106245348,-1.05821708148374,-0.979032388755109,-0.003355784925537,-0.663594091900019,-2.27339964119837E-11,-0.634677620701253,-0.856842543516456,-1.05821708148374,-0.162135707461517,-0.0001462754382533,-1.03770398887952,-0.431999142112966,-0.956527470885837,-0.843621752944645,-0.487230577092288,-0.406538442851673,-0.0232270867439103,-0.0219237321052663,-0.535209363108779,-0.918042853694336
s207,Consensus_class_2,-0.299557196617275,-0.557553180928245,0.356556776850336,0.103496620597343,0.891808542001143,2.22927594099378,1.24178472295744,-0.459952333130188,2.47161392912239,-0.001165514712768,1.85194544984123,-0.178504532817617,1.84742128739469,1.77770896310529,5.34028782271303E-07,4.66655507214388,-0.650330855581143,0.096932286884431,-0.428181982282253,1.17273360064723,-0.0722668554133385,3.5248136237034,-0.0556992951998243,-0.049043058358897,3.27113606804416,2.99908307229271,-0.331677975641247,0.0943881218195373,-0.663647484438183,1.43786317589047,-0.276601395666919,-0.4977005265749,-0.541464340088774,-0.527460038548335,-0.268916513065993,-0.452751677809777,-0.357166277345006,-0.420560967673594,-0.785745717830398,-0.145796484334435,-0.532859476205495,-0.42270581641166,-0.0175100599130017,-0.671653993551767,-0.786422755430931,-0.450284715800974,-0.572726590328706,-0.433821327631033,-0.230755359784496,-0.154752212150308,-0.424060214626909,-0.742278141362246,-0.257126952945616,-0.4396369448907,-0.208351342655202,-0.233988189263949,-3.71712580540148E-07,-0.445246071977279,-0.557553180928245,-0.383618488854335
s208,Consensus_class_2,-0.0731170867613561,-0.773929107736564,0.819680336014566,0.393781766080354,0.533883501710078,1.69561854944585,1.14902686784953,-0.506291243193124,2.30659966341757,-0.0011618581242597,1.42645916598103,-0.433872770864812,0.000587175353611,2.01201081297197,0.0289079791137445,4.1700232344032,-0.674169648521738,0.992596285241119,-0.703915728735304,1.50826705769034,-0.706285225914988,2.91172443313076,-0.360539822151451,-0.0977066330185892,3.37941720326713,3.1966488226385,-0.266810363140344,0.0841625194147345,-0.391904087645533,0.749427674367883,-0.0434218169891666,-0.734159385320303,-0.597729936987798,-0.491109944479415,-0.279854651080936,-0.584034361100465,-0.365978562981696,-0.791062493397409,0,-8.26560792908488E-67,-0.72126901578101,0.86977088418095,-0.0650490228301519,-0.0146109745380475,-1.14739425476067,-0.401953135361183,-0.773929107736564,-0.565120540940491,-0.228716013745204,-0.928818156324063,0.165006965913055,-7.93740531794382E-10,-0.864822017155645,-0.609902677199566,0.48908246214839,-0.237551143129959,0,-9.01169785971157E-06,-0.731294741735789,-0.756241975757812
s209,Consensus_class_2,-0.205402105735116,-0.334870812216564,0.411843123796017,1.79474677395502E-10,0.657731108528239,1.86401303807337,1.17011967391407,-0.38454046855061,2.22581870655264,-0.0022378743995157,1.30411220559099,-0.353139960200911,1.42521198641426,1.72940344964077,0.0842425400166911,4.08181902342196,-0.287255875372822,1.58436908949241,-0.314704093878969,1.31351702339121,-0.140138864229999,2.32540284254092,-0.274144294910565,-0.0909667895764135,3.04617607645259,2.65076589161461,-0.395534644364703,0.0851515668244855,-0.605805849606223,0.709029755116195,-0.683035361398744,-0.75266624337296,-0.433531924748543,-0.393798831569494,-0.25637998043925,-0.0506742864068292,-0.910996986798703,-0.38294907169203,-0.795667174063295,-0.815318201616738,-0.341663623669219,-0.420610039314417,-0.0248142298479982,-0.617251436335394,-0.919093506574788,-0.373446967428946,-0.398818813938905,-0.389052187531698,-0.769687667683711,-0.0001889013304388,-0.433531924748543,-0.267830533814956,-1.02490255207846,-0.428009225486478,-0.413985124002959,-0.437001849114577,-0.127886608728783,-0.418398558791444,-0.468572455045367,-0.486148326040904
s210,Consensus_class_2,-0.028052805430262,0.68292473231472,4.10873689014519E-08,5.65792220538095E-13,0.0686756234032789,1.62416578734067,0.576988294300523,-0.301615470712287,1.60653792294995,-0.0008985950943031,0.527825025572901,-0.166559185606384,0.319510984795553,1.42836266868743,2.91197199936786E-08,4.63357413252545,-0.0154004999354657,0.324503861754355,-0.109659077960038,1.28159457409591,-0.0392301354038913,3.19291035013933,0.141819431734683,-0.0248871211989008,4.96283416333747,3.44072579903005,-0.248442110268661,4.12231243228719E-09,-0.622587076999319,0.250596344660551,-0.280215664803861,-0.447310872395083,-0.691404596103632,-0.610184929706103,-0.31105049683157,-0.701322717534461,-0.834213354054462,-0.816611683519387,-3.26761177799873E-09,-0.360000730323158,-0.658301674255895,-0.260593836539634,-0.660322997550949,-3.58237553507027E-79,-0.94716007693455,-0.518256600735821,-0.724598841334382,-0.667157512854535,-0.463364111102506,-0.0280763916867879,-0.610184929706103,-8.33982125219292E-09,-1.04855570916549,-0.724598841334382,-0.510931694553856,-0.399869294857588,-0.781902677961375,-0.0129779287599433,-0.525890222034218,-0.724598841334382
s211,Consensus_class_2,-0.328977627921867,-0.581180695503344,0.804491764323891,1.51983850545807E-08,0.836337777912043,2.19825804342294,1.13059483337579,-0.502714755056811,2.31020364355433,-0.0008542667701332,1.70962429408601,-0.214958515048192,0.102487838031926,2.30231342328108,0.144982012606098,4.22920348062246,-0.51214763847856,0.623525254593229,-0.458559374405925,1.38976534860443,-0.178746004583926,2.98183540387011,-0.241417869067609,-0.110729754691346,3.54451994593537,2.89306975409544,-0.31706774501057,0.102928774339257,-0.359460483990143,0.657930358369485,-1.12414336422569,-0.764302880671556,-0.581180695503344,-0.319832855760233,-0.277461136203526,-0.000299571777293,-0.847298530802715,-0.773992604215993,-0.784144781947755,-9.8132601763514E-09,-0.536616383378703,-0.338731775080838,-0.712932283752735,-0.645631916648676,-0.947158961042425,-0.321651645970853,-0.600117502505537,0.317926830337441,-0.378614736343485,-0.922371323331226,-0.600117502505537,-0.689290719495198,-1.0331654502793,-0.557618894078981,-0.445861970760539,-0.44992399658042,-0.88827885144753,-0.277608520743467,-0.574260972362929,-0.393761251320025
s212,Consensus_class_2,-0.343254118999819,-0.0571387735614335,0.406313314295648,0.330192625202868,0.206666638635392,3.5329005648051,0.245945238688034,-0.0571387735614335,2.70462575523566,-0.419180935979937,0.142324870313156,-0.0571387735614335,3.57439264055757,1.60449325575857E-16,0.26155802938004,2.15051776163601,-0.597445629119322,0.530152680859117,-0.0571387735614335,2.6633883793701,-0.591831957288241,3.6527136876372,-0.0571387735614335,-0.27792266754446,5.66474418130497,3.90692866014097,-0.357722420862713,0.196745570228999,-0.637548981151434,3.21759600951876,-0.295152809787441,-4.93896998432843E-05,-0.0571387735614335,-0.0571387735614335,-0.561656840550779,-0.164964001096702,-0.119738072880002,-0.203012579954931,-0.216316763191676,-0.358587784733522,-0.0571387735614335,-0.0571387735614335,-0.389555642894677,-0.325496333001796,-0.0051463577553475,-0.0571387735614335,-0.0571387735614335,-0.0571387735614335,-0.210525431553356,-0.359567202102567,-0.0571387735614335,-0.403815637159104,-5.32487667726916E-07,-0.0571387735614335,-0.0571387735614335,-0.18259016379134,-4.65625650857895E-06,-0.17002706156253,-0.0571387735614335,-0.0571387735614335
s213,Consensus_class_2,-0.07333701862135,-0.0345870996124525,0.784707295832794,0.288556174087541,0.312866872189375,1.58741845389746,0.527071658498695,-0.137599573081569,2.09429997244448,-0.0016679419395144,0.957081197254902,-0.115742913931156,7.92079327470394E-05,2.62804203728929,0.0091946046410094,4.54781544148421,-0.629034897592131,0.550482609065797,-0.316837603035034,2.57332725957804,-0.0256341828363058,3.06122300648744,-0.131628869902476,-0.0432584843619743,3.91538494170025,2.9916096721978,-0.357803522307115,2.19075927105376E-08,-0.0983610342484732,3.81528886735653E-09,-0.796215169963225,-0.986272400833236,-0.587558084021996,-0.299583877266103,-0.0001909458200803,-0.0388060158733011,-0.946623369908081,-0.457478578360486,-1.8299821146102E-09,-0.682483269533262,-0.452937143785213,-0.396434743937133,-9.09675087871077E-07,-0.518150185216596,-0.809298290557359,-0.440820395284664,-0.50774412646304,-0.264224300560548,-0.356553893788411,-0.0431187712849662,-0.663795096871003,-0.736825422981797,-0.0480010509709143,-0.626832649649058,-0.159351837600532,-0.223441736558347,-0.188503574656112,-0.368867646502667,-0.584456153291382,-0.608734335575296
s214,Consensus_class_2,-0.0335029948212396,-0.816138747590459,0.567142804444404,1.96377450733888E-08,0.421479667186509,2.15569863221605,1.31209662500939,-0.230250857323005,1.82673885723174,-0.0013342241398181,1.21505557416452,-0.533578045591792,2.38488616518834,2.08752625147966,0.0617055109294879,4.96133673718275,-0.64255169318336,0.0928020888491835,-0.703909100393179,2.22797425589291,-0.0109647086103249,3.77186291783759,-0.304216555598872,-0.832395564585568,3.98664000139585,3.61029631998978,-0.371680263810952,0.122555682164346,-0.551601293205197,0.898649517659974,-0.76420867750103,-0.877759237826401,-0.816138747590459,-0.600069943716507,-0.252810546340051,-0.466489821531596,-0.923806060215241,-0.806043847701344,-0.808964992930053,-0.716195180821014,-0.816138747590459,-0.791676809903704,-0.0314327152465369,-0.660122355959195,-0.995416308591331,-0.529100401760495,-0.833474406475833,-0.875398654495876,-0.388934900579219,-0.933388849814355,-0.672328815448138,-0.73207061524606,-1.03044806881804,-0.833474406475833,-0.743418468928807,-0.463656669188707,-0.289298380696041,-0.262419832343473,-0.833474406475833,-0.802856948379559
s215,Consensus_class_2,-0.0385573933849414,-0.699466236227604,0.120449811752049,0.437518027439076,0.663914852497748,2.133859012112,0.991132920940864,-0.699466236227604,1.12346493891828,-0.404197514221541,1.64097190864845,-0.351184198059983,1.3587101101754,2.28445726508673,0.27585297998299,4.75051767583307,-0.650205226628854,0.13564592166979,-0.699466236227604,1.53963828923237,-0.0420986786810334,3.3062033987002,-0.351184198059983,-0.0575937681966936,2.89816623354458,2.63924571613186,-0.364548828952453,9.15727266331272E-11,-0.632705141546932,1.42290813005872,-0.7874240416776,-0.911887708644467,-0.139731381359424,-0.699466236227604,-0.259566749571895,-0.0944043966043364,-0.880138809742466,-0.769912974728809,-0.0097943803427648,-0.706242462266179,-0.699466236227604,-0.226350747747591,-0.014912206764117,-4.46834108832536E-13,-0.940491294877107,-0.351184198059983,-0.0173934793404665,-0.351184198059983,-0.248672316886128,-0.0001428261135127,-0.699466236227604,-2.8154478716691E-10,-1.02629098913747,-0.699466236227604,-0.139731381359424,-0.126751818274325,-0.133277313017269,-0.15108156888911,-0.699466236227604,-0.699466236227604
