,Subtype,EPYC,KRT14,LRRC15,OMD,MFAP5,SFRP2,ADAM12,IGKV1-12,COL11A1,FAM180A,FNDC1,GALNT15,POSTN,COL10A1,FIBIN,COL1A1,WT1,COL1A2,CMKLR2,TIMP3,XIRP1,COL3A1,MEDAG,MAGEL2,FN1,COL6A3,IGFL2,ST6GAL2,HSD17B6,GREM1,MUC2,SPINK4,VTN,SLC6A19,APOB,PGC,ITLN1,SLC28A2,GP2,ALB,PSAPL1,PDIA2,REG4,REG1B,A4GNT,C2CD4B,SLC13A2,AKR1C4,SLC19A3,TFF2,MT1H,REG3A,PRAP1,MAP3K20-AS1,SLC39A5,TM4SF20,MT1G,HPN,SH2D6,POU2AF2
s103,Consensus_class_1,-0.0648980556755944,-0.414811692853098,0.247108610281772,1.38818430925791E-10,1.57244335056493E-07,0.669096499433863,0.515247170743588,-0.414811692853098,2.0677095387431,-0.0007775870129327,0.525768900279217,-0.166371107776319,0.72509621271337,1.11236980220997,0.0394639065373141,2.60200657795322,-0.183072271862595,3.40063316720787,-0.334330937382623,0.753781306261053,-0.246040928790553,2.03725449043404,-0.131478389268276,-0.0388787296747964,3.07151754841595,2.19463989313143,-0.0958525406669314,3.10374837515316E-09,-0.286854972278742,0.562817061521648,-0.803399679697177,-2.43135173069772E-76,-0.414811692853098,-0.414811692853098,-0.293730726286048,-0.308331019626754,-0.91591419687523,-0.792505912396559,-0.0248734319228964,-0.455388575366509,-0.414811692853098,-0.225134119185376,-0.28139884904748,-2.28691468972122E-79,-0.975941668742884,-0.257650842737877,-0.414811692853098,-0.334330937382623,-0.500308509306399,-0.0002523526297248,-0.414811692853098,-3.85977609609342E-05,-1.06122395740044,-0.414811692853098,-0.277654932496514,-0.294031599552291,-0.0027137031035755,-0.23268009370786,-0.414811692853098,-0.257650842737877
s104,Consensus_class_1,-0.033708162335844,-0.17169335576435,0.114092844111911,0.17653625060695,1.61427939211197E-08,0.89448528531518,0.568018630771919,-0.177826823100882,1.46448732618622,-6.17385968753781E-05,0.112791691851203,-0.103840889163583,1.34276242863938E-05,2.04220426965711E-14,2.96287023443882E-07,2.71413924552568,-0.0242553726139245,2.99526324827552,-0.211799168641106,0.0484568083225294,-0.117556996207039,0.656133216247972,-0.125897962914335,-0.0404712649414782,1.9005563255659,1.89252188769981,-0.0791369847945008,2.42246836193089E-11,-0.0492909034139715,1.52127303094521E-13,-2.07961650618026E-69,0,-0.211799168641106,-0.177826823100882,-0.299813931984486,-0.876193677423854,-4.43488135750546E-79,-0.0583122147360475,-0.864284819564828,-0.306353280934709,-0.211799168641106,-0.151762850908391,-3.89355312360147E-10,-0.555182954762878,-0.972580680171516,-0.067678800449606,-0.211799168641106,-0.141847997263644,-0.317662428031112,-0.0042950457342427,-0.161747476639997,-4.76866205784454E-12,-0.907833995520353,-0.211799168641106,0.0485005849278664,-0.415835522588299,-0.342475839168636,-3.07979026709205E-07,-0.121343286547549,-0.087518393615387
s105,Consensus_class_1,-0.0288497650415445,-0.505583980839564,0.0370434401199229,6.99544757342911E-10,0.181717832909522,1.30720149530194,0.543407735071273,-0.352203044218111,1.43265516732283,-0.0007008760339105,1.02637729593182,-0.376605114118161,1.29026156788508,1.0544600661438,0.107923049112978,3.49549295440369,-0.655732142763877,3.14162108413543,-0.389535134409013,0.437622211069807,-0.755309651808556,2.21566226296983,-0.157077343739386,-0.111749895636361,2.5311064973618,2.60284485923723,-0.0398866943148685,2.5154183171593E-08,-0.14395588607608,1.32400375158926,-0.216635277431832,-0.885196775671945,-0.0974782234304276,-0.131412174129777,-0.26476235451181,-0.0659149352308585,-0.802470620273854,-0.738768709038171,-3.42449345707691E-79,-0.491751673168669,-0.54581230086724,-0.176206206940998,-0.025409334093997,-0.667594468322549,-0.281966768070435,-0.358342121765536,-0.293041861713737,-0.428870675507255,-0.197011331516901,-0.0003399001593973,-0.451122931403286,-0.736679595273532,-0.877021923209022,-0.300143902091579,-0.0991883387595655,-0.19986407867337,-0.345901112864763,-0.143725267281725,-0.437187742826928,-0.254331441503514
s106,Consensus_class_1,-0.0262269236495423,-0.25846244196462,0.0012100588851288,3.57745290951505E-11,9.22779999147681E-08,1.22242970232337,0.307197081612932,-0.2566755061862,1.09874418501321,-0.0004593986359575,0.539745590363785,-0.361978628177007,6.29282809765467E-05,1.30438888635899,1.63215950099579E-08,3.44266155854874,-0.108346195343752,3.24537472358907,-0.440783071996522,0.528578087964219,-0.0531869820684176,2.03830511742591,-0.356470174326326,-0.0208182926439781,1.86849675217165,2.2451470383083,-0.358957496633241,2.00517962581876E-08,-0.0174480352074147,0.237404149957824,-0.337257415617436,-0.801843496545108,-0.0517244403812771,0.129049901231549,-0.265867530878937,-1.53497937595051E-10,-0.943268096380816,-0.168146135640752,-2.39160984526417E-78,-0.507021368887901,-0.17788775705924,-0.0400199578307126,-0.335791178857255,-3.12811614622971E-13,-1.01012063883592,-0.274926219386334,-0.341632740066315,-0.397215871159094,-0.167370383098876,-1.03786877787697E-08,-0.265203845294097,-0.0057759694945067,-1.08400470294076,-0.407293915852865,-0.240402202948468,-0.451422555459338,0,-0.264950117978236,-0.281092657934125,-0.267097038299349
s107,Consensus_class_1,-0.0326811299371371,-0.357096169106074,1.12769424801305E-09,5.25875350944843E-12,0.0403273867098222,0.445985605543335,1.12185846511777E-06,-0.352142187764342,1.12496036140243,-5.25830931076415E-05,0.791896382853555,-0.159234677056909,0.0001432367605726,1.04342660100809,0.0405900533895711,2.61370316825975,-0.0224686698168572,3.57486455753284,-0.434968007656481,0.631184259195029,-0.154916606726888,1.73981695915874,-0.223262183427078,-0.037295774472133,1.90767958983531,2.12561638667537,-0.0076559717048793,3.29960204418732E-09,-0.0065807079745434,0.785577347841279,-0.302946217312524,-0.315143674153665,-0.434968007656481,0.0061763365934864,-0.327203171144945,-5.91829863866569E-07,-0.133415407281861,-0.794817744964276,-0.0044317719260621,-0.43871157066964,-0.235682284838294,0.212505709860563,-6.28808009259277E-07,-0.658741023116709,-0.0184443832515631,-0.434968007656481,-0.434968007656481,-0.399950127982693,-0.221901063499552,-1.19569401168731E-10,-0.36522211594475,-0.712010213391423,-0.965140358233632,-0.31385522001717,0.0535042124883036,-0.442042890341502,-2.88077902590337E-07,-0.0654864779824714,-0.323817834198713,-0.349779431531044
s108,Consensus_class_1,-0.0391620213657772,-0.0075055686075476,3.65611120344673E-08,1.06295472123165E-09,1.83578843028669E-09,1.27678333910975E-27,2.13935953512862E-07,-0.0075055686075476,5.82944147202119E-11,-0.0048536124919697,1.04062174627875E-11,-0.0056788367300941,7.26674079155057E-11,0.0482492589165375,1.09158325096555E-07,0.0348345314694411,-0.0306992516848476,1.5595066066018,-0.0075055686075476,0.056715030912636,-0.0438770675447774,2.5024624947005E-13,-0.0056788367300941,-0.0599762259625555,5.89044711157738E-17,0.627459281476147,-0.0007366198405485,3.48481453175324E-08,-0.294143772017606,4.13594355173773E-14,-1.20506321079222E-07,-1.66855247305057E-79,-0.0075055686075476,0.0014887110307864,-0.0624167099385131,-0.418137790696728,-0.876219743101783,-0.030117078403596,-0.723150343833601,-0.357274283738802,-0.0075055686075476,-0.0075055686075476,-0.0652497432457163,-0.45431327262427,-0.936495427956821,-0.0039788276766435,-0.0014780693564286,-0.0002353211565664,-0.103049271202153,-0.0203026760209742,-0.0075055686075476,-0.650429269351316,-1.02210597878407,-0.0075055686075476,-0.0036044727350286,-4.00098694755173E-06,-0.0030075957280759,-0.27630978253633,-0.0044169554088251,-0.0004722862134918
s109,Consensus_class_1,-0.0403553427302901,-0.223639668738081,0.214335749701896,4.97751676023985E-09,1.20803091612592E-07,1.03769415041207,0.752483031839201,-0.304942884916947,1.79504990872985,-0.0003443663326355,0.860763837635423,-0.351393020826874,0.265282919552939,1.43737456362906,5.21764715838135E-08,4.00413857958245,-0.0766532814118667,1.81388160720633,-0.289387089604281,1.42702630368497,-0.201150173665061,2.32377408563458,-0.388919265483824,-0.0940312799035578,3.02009797817033,2.80985535365928,-0.358133283185438,2.67051088279112E-08,-0.0474308802256857,0.262932192640286,-0.327703136092749,-0.931611691087275,-0.406971838037356,-0.294875555123021,-0.62031454286755,-0.0001303400690398,-0.897143039021282,-0.422163218868681,0,-0.0001165291314356,-0.429400733746787,0.225306518611083,-0.385009582947477,0,-0.0178781252655408,-0.273913357919209,-0.375896341922588,-0.462311087925348,-0.520288683991604,-0.000182455927202,-0.325516968154735,-2.24765842137471E-15,-1.04362914626987,-0.462311087925348,-0.0976885762719563,-0.438341207088609,0,-0.0855511551678731,-0.429400733746787,-0.455330068219126
s110,Consensus_class_1,-0.228159161813391,-0.527659295465207,0.631587278946984,0.0651314887898603,1.44454870075909E-07,1.22730219963456,0.538016996454059,-0.527659295465207,1.40166756701001,-0.0843735068952845,0.314498628428218,-0.330281151713407,0.634720517439593,1.15161154333454,5.35342874984132E-07,2.77055541840326,-0.649100718326725,3.69044641389129,-0.527659295465207,1.15180106905588,-0.698815917561285,1.51624823889787,-0.330281151713407,-0.0376733116733138,2.80673728277688,3.13042694196391,-0.359520898575988,0.0693033172959819,-0.264714503244576,0.160277460734009,-0.804643333832512,-0.955863593595058,-0.330281151713407,-0.527659295465207,-0.496659643344509,-0.0965982560069347,-0.0500465149836227,-0.179495519767795,-6.22393341541768E-12,-0.389788457122653,-0.527659295465207,-0.202117542018603,-0.115934499950549,-1.03036497492245E-12,-9.63467450622852E-07,-0.330281151713407,-0.527659295465207,-0.330281151713407,-0.176145026133614,-0.0003676768500129,-0.159647085933183,-2.15477016077813E-09,-1.06362289609878,-0.0667268968730013,0.0172288780717675,-0.683062453519065,-1.33057201490208E-07,-0.140985123405793,-0.527659295465207,-0.527659295465207
s111,Consensus_class_1,-0.035920624208957,-0.353506868660122,8.95928093318203E-08,2.17529522660135E-10,3.23476856722803E-08,0.916177423203788,0.549415463626167,-0.392759195677692,1.55089666513883,-0.0002455814040179,0.80553863484801,-0.371272952810832,0.768317668132493,1.07190037661104,2.4807887756271E-07,3.52245466936566,-0.0581440356430963,3.45875101677131,-0.399011456729018,1.26032502990914,-0.0972459557479941,1.91786533681952,-0.313504347238546,-0.15652136207234,2.55905046168434,2.28321507040976,-0.174223356262763,1.64457699593908E-08,-0.0044190742575126,6.82227945363202E-10,-0.756929832794121,-0.879654459820421,-0.281465844899146,-0.104251875432595,-0.272013075454631,-0.0678887464586158,-0.885085788709386,-0.780746329694337,-3.81843063223164E-79,-0.226985225133761,-0.426898849101649,-0.0235911868548098,-0.0037619418743123,-2.00586139226691E-78,-0.893899120389946,-0.240127251149486,-0.356145567673404,-0.36476216517385,-0.188325184785377,-0.000221336801639,-0.38749538270746,-0.000172780912831,-0.826974203324557,-0.382864075424621,-0.141747383122493,-0.449830895187788,-0.0019947325149813,-0.198962530968081,-0.308756552562262,-0.249339796058547
s112,Consensus_class_1,-0.0294573635845288,-0.526808745523026,6.4197457109781E-09,4.00503319281231E-09,4.67648475105669E-09,0.808796858887461,0.0972325391155139,-0.278598707791912,0.899315881459939,-9.84580360105086E-05,0.348363268803992,-0.276943705464156,0.0107458984908216,1.06780284234101,2.52756896486328E-07,2.56167154921668,-0.0360825999267457,3.27125177730591,-0.526808745523026,0.982958309218452,-0.0451849250127084,1.36804627047792,-0.377420186221314,-0.0458710536804483,2.15213008795378,2.06083863448786,-0.0274486676771748,6.20041347121649E-10,-0.0195444830584047,7.56242410262766E-11,-0.982312420375864,-0.851994402715548,-0.341073173370769,-0.512606978912172,-0.270709980289147,-0.0017511004890563,-0.192751228279902,-0.783164610383228,0,-4.07178904438603E-68,-0.492601409325345,0.560044321867999,-0.0169678544657375,-5.16278690913049E-77,-5.25758044623431E-13,0.0621733681586783,-0.433976161124389,-0.221168083166589,-0.0235934783295948,-7.80202086837778E-05,0.0194582881078652,-1.89420020024627E-79,-1.06966307317901,-0.341073173370769,0.417159521547227,-0.416611497399673,0,-2.56887919049843E-09,-0.164328288956771,-0.383364138848009
s113,Consensus_class_1,-0.0340414343683251,-0.225604314358582,8.37892158095838E-08,2.04515527489248E-09,3.21484299025049E-08,0.140067829490294,7.76331371415626E-07,-0.255436905951284,0.622939335628106,-6.49778923375255E-05,0.556135265030301,-0.185002150482156,4.56103159383429E-05,0.707466693813826,3.30954980013706E-10,2.08512782027744,-0.0248525463827008,2.85855307345558,-0.255436905951284,0.0547353710958212,-0.0431013538496788,0.774554429799868,-0.244134961051945,-0.0415353343358397,1.62937834797522,1.5430081577825,-0.0706365284650941,9.61119478378237E-09,-0.13025928290672,1.07524732648528E-09,-0.0002040841647813,-2.25383394174227E-77,-0.255436905951284,-0.14436971913606,-0.285436334903531,-0.0519146767443627,-0.102842449425796,-0.713476784116297,-3.70677077503489E-79,-0.490524100606669,-0.180068858629787,-0.0451786114305421,-5.07362685414829E-07,-0.526994614260179,-0.927848647962468,-0.100504197269227,-0.218097289622162,-0.174012594746102,-0.203199648401377,-0.0378650431749403,-0.225604314358582,-1.03250545273176E-08,-1.96156299134343E-06,-0.0804155138176028,-0.181671979391739,-0.0184679782828694,-0.0338618012152159,-0.249351486849316,-0.202850985941332,-0.135400230287039
s114,Consensus_class_1,-0.0309745520905885,-0.420266790110167,1.94194863400402E-08,1.24361168821943E-12,3.95098222905449E-08,4.11682202662956E-28,0.904636958063709,0.132985507500238,0.634917369312952,-0.0063411849003303,1.71160103004583,-0.411152566446664,0.0001215906475474,1.37892557496012,1.79670023187674E-07,3.26387472735434,-0.0196770066914567,2.68611408192335,-0.517496385927343,0.408169993314954,-0.0634387208421051,2.54580511668909,-0.377782060749246,-0.212121092999959,2.21396624671275,2.06778411929173,-0.220126747651283,0.0119118988801397,-0.522254365556023,0.0566992341234625,-0.427092101502176,-0.171197247381544,-0.313399265819735,-0.0343761480519319,-0.273098926902633,-4.48271496836325E-07,-0.931315103387108,-0.003860357471818,-1.25984243242922E-77,-0.716099229367648,0.138265879719583,0.42074324523185,-0.248016769948884,-0.662558094246278,-3.13412405248797E-06,-0.330733907219239,-0.413351167900898,-0.495590388937584,-0.212898889830432,-2.19083199740139E-08,-0.330733907219239,-0.729708915810139,-0.319014499008231,-0.294060144006172,-0.186241099915582,-0.470367702027956,-1.35711698940999E-12,-0.391060915040033,-0.241536164684525,-0.322913204920085
s115,Consensus_class_1,-0.0312156969753238,-0.299801259958837,0.093117087867058,1.09532336588467E-09,3.19222241587836E-08,0.0456376172491216,0.756759514003219,-0.299801259958837,1.00597817689154E-10,-4.148246058772E-05,0.501377021577347,-0.146195685597367,1.47577345482852E-05,0.207543520599759,1.12346654657553E-07,2.01784915673531,-0.640856766101164,2.31009261208061,-0.125609376669049,0.976368534868411,-0.0239211450810607,0.0141018148356537,-0.171909623618779,-0.033033452242548,1.52525576818377,1.03274268380838,-0.0061529500508417,0.0960200645442372,-0.0344457935667689,1.19258893039702E-10,-0.809780545345095,-0.967996875340808,-0.146195685597367,-0.299801259958837,-0.23992500648979,-0.473653543803588,-0.9296305933024,-0.801487924873642,-0.722450329852647,-0.444163453945611,-0.299801259958837,-0.299801259958837,-0.0330424454204251,-0.662006960910541,-0.989012927214008,-0.207423708639729,-0.299801259958837,-0.299801259958837,-0.174200582825622,-0.0489850586020997,-0.299801259958837,-0.728944403709686,-1.07306597761881,-0.299801259958837,-0.146195685597367,-0.469707355181139,-0.203981711591744,-0.271598354899266,-0.299801259958837,-0.299801259958837
s116,Consensus_class_1,-0.0616578096969732,-0.323439817983729,2.06750430957114E-08,4.45144803211505E-10,1.03444497775726E-09,0.561569363850829,1.04744307931274,-0.323439817983729,0.014319533132627,-0.0015689938652618,1.03383351908801,-0.323439817983729,8.3038477775955E-05,0.858498556430062,0.358963654696963,2.94673797501188,-0.103615617580982,2.86168391244335,-0.323439817983729,0.192582407576602,-0.138864557209152,0.637615299555136,-0.0275159667556231,-0.182203877105361,0.87992856791242,1.87282274875532,-0.35256421186893,1.24382065612466E-08,-0.0524234588151962,0.451473627722936,-0.7324514539241,-0.749822935573524,-0.323439817983729,-0.323439817983729,-0.596029480453927,-0.425359192711581,-0.747780973358512,-0.692543767076923,-0.0274547535425561,-0.659448748489924,-0.323439817983729,-0.323439817983729,-0.0876945480595833,-0.613816172177783,-0.796035949207517,-0.323439817983729,-0.323439817983729,-0.323439817983729,-0.371267050458221,-0.134790363536397,-0.323439817983729,-0.659839720135433,-0.850325449037225,-0.323439817983729,-0.0275159667556231,-0.409447620808536,-0.780289805321934,-0.37682821715129,-0.323439817983729,-0.323439817983729
s117,Consensus_class_1,-0.0404962188500388,-0.182002755487352,0.037856345275651,6.54827675718358E-12,3.30832780572373E-08,1.10276741950253,0.336101390505224,-0.145395599492509,1.25258612576154,-0.0003678648541071,0.489380378896973,-0.247788022234749,0.0618420665417533,1.11916927181473,7.50589074360408E-09,3.5041645768637,-0.046941099845262,3.45849999251874,-0.27963255149596,2.83274869138363E-15,-0.519792658816219,1.37970421635214,-0.247788022234749,-0.0554343631310815,1.68044252877274,1.61687366930697,-0.378713388156991,4.03519095199093E-09,-0.249519655761912,0.321489439511952,-0.910949172030821,-0.882070325090916,-0.27963255149596,-0.27237581774503,-0.279550692881425,-0.57219505589804,-0.81069164326639,-0.772172163522225,-0.806766431061126,-0.707658479028444,-0.188060544796192,-0.201613972020354,-0.0002785156664235,-0.647958431613446,-0.9276923021119,-0.186815693664735,-0.27237581774503,-0.0748171683865064,-0.350769847856951,-0.297120881032601,-0.254340290065176,-0.725109365010952,-0.858971749893626,-0.210980589462446,-0.185588056398993,-0.418869871097561,-0.241578998959383,-0.382236226885443,-0.143791362901884,-0.142211100624426
s118,Consensus_class_1,-0.344984585658036,0.0125719526682433,0.736313495215571,0.294916528492379,0.617512754615775,1.63978695099101,0.957273398033754,-0.331269046174467,2.03198968889978,-0.0300065675312913,0.842331432546268,-0.199116597974094,0.450943847078992,1.72845876087672,0.186956230739917,3.63927233394351,-0.651400266821368,2.50834082081166,-0.304643940318697,1.13400276778349,-0.674767865933162,2.30621717295892,-0.268879603944231,-0.0366064532918525,2.65642659297485,2.69464401203101,-0.0935361501469952,1.0229792590604E-08,-0.009507239096643,0.883793039888979,-0.335842865611466,-0.958572763698435,-0.285801037204438,-0.218475001761037,-0.511963295077516,-0.471088118360636,-0.921057516300355,-0.795850736190666,-0.365714872956187,-0.969793584065714,-0.374749933492736,-0.500712534874704,-0.455498552288968,-0.659244059670145,-0.95379234052401,-0.47850267916183,-0.322273198398288,-0.47850267916183,-0.0524370397767219,-0.0008217516168614,-0.47850267916183,-0.374403380682619,-1.06576408682009,-0.418049200685955,-0.229662030388454,-0.244277178501982,-0.0042004765775785,-0.742383461465545,-0.500712534874704,-0.31497549170478
s119,Consensus_class_1,-0.0365223635882987,-0.0207543383688987,1.02590544343549E-07,5.19133486491481E-11,0.056855752047003,0.345544379892391,6.15782356335416E-08,-0.0990431890081913,4.42140692741945E-10,-0.0001074409862144,0.591623680986085,-0.203948885295441,1.98440011668136E-09,0.518699301729421,8.11032230373058E-09,1.74091813940498,-0.0181931101395921,2.61017277247781,-0.205825687377054,0.0364959694004034,-0.028163800844996,0.668640037476683,-0.195872076276622,-0.0297556848853857,1.00624743240446,1.31381333246848,-0.0018289362345156,4.03182713963409E-11,-0.0202193371793571,1.07154379070694E-09,-1.06581610439931,-0.920104160753042,-0.193073911113328,-0.191743549966785,-0.311340108185598,-0.408078751238375,-0.900317999952214,-0.744490610480144,-0.803247768758732,-0.0262809919227057,-0.16917130526718,-0.121787558304285,-0.700247050931,-0.664807487374284,-0.813559052557932,-0.0667076602760124,-0.197349596316936,0.113699332942912,-0.233602332068758,-0.599872303938857,0.0811774475759743,-0.710711362636243,-0.271078182283406,-0.110210788292046,-0.153036473153768,-0.44307708407008,0,-0.0011085493430477,-0.203948885295441,-0.159155053487077
s120,Consensus_class_1,-0.0290430458652396,0.87696639530163,0.287519259803787,3.73510856783172E-10,0.293972887675555,1.66815462959405,0.921443711085152,-0.551789901601466,1.5579906652543,-0.0007736909343489,0.656817323634556,-0.367960042147283,0.645273747482706,0.87411608850009,0.114447368156123,3.4155122968564,-0.268800055664266,3.27034831449919,-0.454690094609439,0.486878144609953,-0.149443031746651,2.14437834021856,-0.36718592968668,-0.056479578084568,2.63580561631522,2.43587290047495,-0.35237746406488,9.58310608839525E-08,-0.485849907020443,0.450433957303606,-0.391997437934347,-0.950860758784087,-0.562617401903821,-0.53428621158988,-0.559561644607315,-0.805513441131022,-0.24873576134518,-0.751006073667496,-0.784550148619677,-0.511705977246001,-0.50944455439033,-0.410342214585091,-0.724892805080704,-0.551103452011337,-0.90813689931615,-0.427735927315678,-0.355920109264213,-0.558785422486095,-0.903922131324061,-0.842839349529153,-0.305494319289447,-0.437457725507027,-1.07757018588705,-0.618329139819669,-0.431001849402154,-0.471871494871652,-3.44837237044009E-76,-0.24402697805264,-0.618329139819669,-0.35374038045652
s121,Consensus_class_1,-0.0448283852638895,-0.103513987499746,0.534437875274716,0.0801144635723594,0.166921998586999,1.32445304275879,0.650179062197641,-0.410200534566735,2.30448331675398,-0.0001076278771826,1.07358406139087,-0.236364222403136,0.258290723221019,1.3420419925339,0.0590879687070291,3.19422963004431,-0.652733643129694,2.98788960458069,-0.347314775438835,0.967444203250508,-0.0390738912666848,2.26125023130047,-0.28392454089716,-0.127574708453883,2.43032147564938,2.39609930141513,-0.357032316881211,2.55447723274891E-08,-0.683693343489632,0.336783358604496,-0.154501073413473,-6.46062908099878E-08,-0.129485968541055,-0.338395240480599,-0.412591265795151,-0.0486899566369133,-0.0668309698435204,-0.737254411621159,-9.90631120262934E-14,-0.719705578269402,-0.203213500670146,0.277934990236972,-8.08073078086851E-05,-0.0001427780741639,-0.775671696921119,-0.302313211136137,-0.248335532058412,-0.0906680131912088,-0.0924932675891584,-8.98819847749458E-06,-0.0357315091119024,-0.0295050424509847,-3.18766344442029E-08,-0.0710013725761819,-0.124623343836167,-0.0196722414572813,0,-0.263105500406771,-0.357797699844084,-0.334345209802511
s122,Consensus_class_1,-0.0667818593500897,-0.394860336105819,0.194049206989061,1.25344900739594E-08,1.0006363412565E-07,0.551982600260306,0.0542924021752868,-0.183515072672268,1.04515831210481,-6.65398012934562E-05,0.688235383100848,-0.420249024349007,0.131887036372975,1.21416455984366,1.67313634504727E-08,2.92693333513927,-0.13171504449134,3.62917696116787,-0.308294337994171,0.734874061084695,-0.116796519387624,1.70007085540377,-0.331257080492868,-0.0650590617295456,2.40329765603803,2.11689158078331,-0.111268495635576,3.81848680250126E-09,-0.27494514107663,6.36458516619726E-10,-0.193179881799682,-0.780188380838639,-0.207476195770833,-0.0893930110961655,-0.569733667655258,-0.0778543613715438,-0.342211442993703,-0.759138956888791,-4.5476877081112E-77,-0.434390999882032,-0.0968309525595441,0.0274527642362113,-2.84294230288371E-08,-0.490000322213906,-0.804327013018799,-0.327833800003581,-0.154519278371445,-0.231523328153033,-0.189511773511909,-2.23451971891895E-08,-0.372841406425362,-0.374946823676742,-3.1747059585692E-09,-0.201427361617166,-0.0244588575188322,-0.175922233746795,-0.126595972325205,-0.176556908012601,-0.331257080492868,-0.255197958426493
s123,Consensus_class_1,-0.0284122520750747,-0.532983605767496,4.91971213282718E-09,7.90323332543142E-09,1.64453942867703E-08,1.41602243252769,0.516319447603843,-0.461568248081528,1.10166424739731,-0.0001770423805221,0.526288989054484,-0.516341549712369,0.0001512963038977,1.23831435856138,3.42900640394688E-08,3.40008909565965,-0.478896303377899,3.25110212229888,-0.53990708317881,0.937406061777815,-0.147910126046396,2.3088856762713,-0.268906714086545,-0.179421867584573,2.41967894518322,2.39515770621605,-0.000639094541797,0.0171061827203932,-0.0220780155319403,1.52575884844212E-10,-0.73696406370537,-0.976971784079149,-0.283450899314771,-0.408642260722587,-0.240257010973978,-0.473411492380583,-0.94944046349302,-0.80701133643225,-0.860658395281291,-0.674008086145578,-0.526892103596532,-0.495361998541644,-0.823346040326319,-0.657029381535899,-0.988257391147874,-0.387265699670576,-0.356381091378383,-0.269735079932122,-0.216131486402173,-0.0170959347977629,-0.548130721070915,-0.716729786845392,-0.873937188109767,-0.548130721070915,-0.192272127810982,-0.463729158635849,-0.855151013899768,-0.151548865016075,-0.327814458626941,-0.294363720035407
s124,Consensus_class_1,-0.0319427654336485,-0.384344629637897,5.14810105877522E-10,9.96043611280363E-09,7.36026312714759E-09,0.258665816582273,0.34549554518693,-0.231261383465579,0.408930856883553,-4.67189970929371E-05,1.16484657216026E-09,-0.300451255051143,0.317400792121767,5.5333247438923E-15,2.00654348077426E-10,2.36689327936038,-0.056793404714627,2.73699002660723,-0.330248936669139,1.60841030646682E-14,-0.137653915676135,0.273604064008864,-0.154312148532632,-0.0351089265915142,1.86131124757287,1.64924743100145,-0.0054096152219443,1.43320185344928E-11,-0.0347872929525999,8.33212512290115E-12,-2.53441656276272E-06,-0.962454443345772,-0.420771885422715,-0.343354557045872,-0.322659879497971,-0.0679933902533831,-0.924574068275293,-0.768882541145113,-3.54493836525883E-07,-0.445559281892553,-0.18430096838339,-0.393215273111679,-0.687682348232943,-0.033011125742446,-0.386551323805391,-0.191179122012856,-0.244453460278076,-0.420771885422715,-0.353584459491772,-0.6273397951405,-0.420771885422715,-1.5853370137077E-06,-1.06879927063877,-0.420771885422715,-0.352229648929467,-0.407392837077767,-0.309916944802875,-0.370945273088699,-0.420771885422715,-0.420771885422715
s125,Consensus_class_1,-0.035174194780032,0.218751359298374,0.103419521266305,3.00948719373953E-10,8.77916090179629E-08,0.697374603410775,0.443812428938799,-0.394838538387309,1.48504936823934,-0.0012419899042182,0.487422612590202,-0.310510688188458,0.581831063866346,0.998445752637185,5.94804806494345E-07,2.71881855234775,-0.0940994442053144,3.51230802510627,-0.394838538387309,1.03338314814647,-0.0329463420383638,1.49730085347597,-0.276750262481358,-0.0452758600933964,3.03730451235192,1.3306748980545,-0.218433334941191,0.068049121961367,-0.429749781571905,1.69608963196475E-12,-0.0495756641553769,-0.937745920806317,-0.394838538387309,-0.310510688188458,-0.250886706394202,-0.137076358380226,-0.902510936790941,-0.699875917206271,-1.01485921364614,-0.663776561331996,-0.394838538387309,-0.310510688188458,-0.694981357904417,-0.653489866251869,-0.962883450023887,-0.251571152303768,-0.394838538387309,-0.310510688188458,-0.232871554310597,-6.20072393131579E-05,-0.394838538387309,-0.717084786070939,-1.04882569613311,-0.394838538387309,-0.394838538387309,-0.459461013616846,-0.276491513662,-0.240075829034272,-0.310510688188458,-0.394838538387309
s126,Consensus_class_1,-0.0346551208227601,-0.41286034995498,6.99148431052516E-08,7.51316065720682E-11,0.0215821045884727,5.86451123020376E-29,0.754145676477954,-0.320137700189108,0.352203133240938,-7.13103180029447E-05,0.419454476624842,-0.307923737153786,1.89804808189403E-05,0.389164553249615,2.49680136277758E-09,2.00269439231901,-0.0986383157571364,2.8343273363383,-0.396032273846322,0.461214310137606,-0.287773308926086,0.503856004185724,0.0261454093259001,-0.0435380083665144,1.22210630226555,1.63430560234119,-0.0325856322296874,2.93673167667369E-09,-0.020144556675927,0.299384861100363,-0.249802763021908,-0.764602901189311,-0.396032273846322,-0.379617603595636,-0.274303537283335,-0.437722211666392,-0.90600953365045,-0.77709388155009,-0.833270097114764,-0.716494233120059,-0.350342440298965,-0.363415247442484,-0.31554587059669,-0.654553372621163,-0.966318524246299,-0.236584956170807,-0.41286034995498,-0.40333067387316,-0.4861735635547,-0.0175340507925207,-0.41286034995498,-0.718570470648353,-0.0453831033036153,-0.293476051670135,-0.370989033356238,-0.440386142761481,-0.848318293180905,-0.412487224014726,-0.384490741986136,-0.389891074825644
