,Subtype,FAT2,KRT5,CPA1,CTRB2,CPB1,CELA3A,CTRB1,CPA2,REG1B,CTRC,AMY2A,CEL,KRT14,DNER,TNNT3,RHCG,H19,TENM2,KRT13,KRT6A,IGKV1-12,MUC2,SPINK4,TM4SF20,KRT20,B3GNT6,REG4,BTNL3,HMGCS2,GPA33,ADGRG7,ITLN1,GUCY2C,MUC17,SLC13A2,PRAP1,FEZF1,BTNL8,APOBEC1,TFF1,PHGR1,MYO7B
s21,Consensus_class_1,-1.4863367606952,-1.55928344608321,-1.55928344608321,-1.55928344608321,-1.5058521546693,-1.55928344608321,-1.55928344608321,-1.55928344608321,-1.55928344608321,-1.52903256951245,-1.63242891328997,-1.24997941937534,-1.52903256951245,-1.45366461681961,-1.52903256951245,-1.43942820987483,-1.5058521546693,-0.607170516198102,-1.224275604857,-1.42619505699699,-1.52903256951245,-1.20611851523825,-1.4863367606952,-1.4863367606952,-1.5058521546693,-0.0540670854154358,3.09609232063599,0.0538060602649831,1.97499839636119,-0.0873105773021802,-0.96390067865105,-1.46916664200954,-0.255531472337694,2.59234796469468,-0.860553836406542,-1.55928344608321,0.0896047766809666,0.880386472653892,0.119236986099311,2.9602448923563,-0.647681836058276,1.79933018013501
s22,Consensus_class_1,-1.67113733972433,-0.0360293521322353,0.25578749538559,-0.227533048811123,1.29928548664326,-1.67113733972433,-0.854720710037007,-0.376573652242312,-0.405106702406139,-0.250132245988884,-1.67113733972433,0.934807006085318,-1.67113733972433,-0.69608693124492,-1.67113733972433,-0.744369697954782,-1.67113733972433,-0.69608693124492,-0.227533048811123,-1.32113789048324,-1.67113733972433,0.601344866469455,0.5193119391387,0.795734930370643,1.85262050078199,-1.67113733972433,2.13037970818461,-1.18139467192109,-0.0528744373487487,-0.744369697954782,-0.69608693124492,-1.67113733972433,0.125659555102033,2.32568586582423,-1.32113789048324,-1.32113789048324,-0.854720710037007,0.656921331762725,-0.250132245988884,2.505324091035,-0.227533048811123,1.16548292280272
s23,Consensus_class_1,-1.52947631623032,-1.47430101099207,-1.22438171225213,-1.40573001758894,-1.04008302903953,-1.47430101099207,-1.43642617051729,-1.47430101099207,-1.49823660185093,-1.27856306176491,-1.32412616579556,-0.525992470115317,-1.39207282098166,-0.661917298498453,-1.52947631623032,-1.47430101099207,-1.49823660185093,-1.28712014018086,-1.3050172127617,-1.14738048067864,-1.00931856915943,-1.31440557776901,-1.37926415664459,-0.749684390284125,-1.52947631623032,-1.21731090988414,0.382140752820291,0.0311012606951418,-1.45415195500283,-0.426494114131293,-1.19690547037772,0.0776635977047597,-1.3447144782477,2.29277205028292,-0.666471538228676,-0.898971042318648,-0.741855428403022,-0.0627410386751129,-0.790488074861961,2.21004539521236,-0.420271937574077,1.12332909122783
s24,Consensus_class_1,-1.27084518347685,0.130484637587278,-1.09904698926011,-1.55936852540327,-1.05989976682037,-1.55936852540327,-1.55936852540327,-1.55936852540327,-1.16609003455774,-1.50128130476642,-1.44329122346856,-0.930554247504925,-1.03861988910788,-0.812642745812398,-1.55936852540327,-1.04459512719837,-1.12012212405176,-1.06302668483919,1.6573035278492,0.979310826624875,-0.505677693584667,0.399408389051805,-0.399134684426559,0.630079556811493,0.0055928409928997,-0.158952922347287,2.13857666253473,-0.630856210057439,1.32999714554931,-0.704473948026091,-0.346372919410361,-0.0855541024503279,-1.05679539599007,1.48717054348288,-0.868333230200237,-0.765507731104219,-1.40594061427256,0.116610959106859,-0.313394133499204,2.16185117849032,-0.230648991294057,0.986053428477026
s25,Consensus_class_1,-1.19198534619862,0.535329533331909,0.08568833314371,-0.165568070328338,0.788081417247821,-0.643619514517738,0.58861417546003,-0.775494716545225,-1.2140769159799,0.0809217532078269,-0.310931402180662,0.41149720531666,-1.45972537247066,-1.32203747747445,-1.72205452003786,-1.11645431200555,-0.75157103174501,-0.597139299470483,-0.69897551369766,-0.266170651929681,-1.72205452003786,-0.6452812428744,-1.72205452003786,-0.606495859463913,-0.879085113459314,-1.24699999647834,2.08981207264683,-1.52331639087076,-0.450005642675859,-0.857858373790274,-1.40158183861552,-1.09131915807517,-1.26703305774274,0.921174318541293,-0.966869371536505,-1.51133834497538,-0.934367913343281,0.30357797239012,-1.48926975011097,2.19127627296029,-0.913665006823769,1.06063938694526
s26,Consensus_class_1,-1.35956691136408,-0.12623723359805,-1.54084870592532,-1.57162058031016,-1.49741207053093,-1.57162058031016,-1.57162058031016,-1.57162058031016,-1.57162058031016,-1.51726700956029,-1.46416728864386,-1.20013703464889,0.501614266891543,-1.36916503677816,-1.49741207053093,-1.2924785647053,-0.577454527663938,-1.17190705107691,-1.33261575063956,0.0291720026042626,-1.51726700956029,2.32630409391146,0.610137657649847,0.184513368233609,-1.09692231839686,-1.37912482354005,1.71446122801925,-0.145900868372686,-0.0043865990479588,-0.25799464188086,-0.26977430447373,-1.49741207053093,0.163427600285774,2.55204061166078,-1.02440843857226,-0.800221662072304,-0.212754386779375,-0.369181446317265,-0.997368714827659,1.95781278665972,-0.22826029226862,1.59863273859268
s27,Consensus_class_1,-1.58058138203764,-0.185977256679089,0.036398196260449,0.0998574358560806,-0.04581053189419,-1.26061099726211,0.321718873666165,-0.931435008994073,-1.39073242277947,-0.706669644627813,-1.33062010669866,-0.236056688948842,-1.4660810691998,-1.2890540667671,-1.27934273464997,-1.55093122911615,-1.15925349825257,-0.885987494582782,-0.495250884615383,1.25632629172988,-0.478590460554269,-0.798471779703134,-1.11423827085662,-0.765188664308892,-1.4842502081296,-0.504953377544144,0.808359364092544,-0.740448942076096,0.0690843593152217,-0.682432242081901,-1.22135752802006,-1.37778390917041,-1.41126088091007,1.3871447465702,-1.4574965775425,-1.4574965775425,-1.38419040761374,-0.10202994254421,-1.20101331382682,2.53195196812858,-0.326845900091723,0.526321709453879
s28,Consensus_class_1,-1.5262045939878,-1.59690200977938,-1.59690200977938,-1.59690200977938,-1.59690200977938,-0.998560860219194,-1.59690200977938,-1.59690200977938,-1.59690200977938,-0.558089497910542,-1.43908305996512,-0.153679470511747,-1.2401083710569,-1.59690200977938,-1.04127236931129,-1.5262045939878,-0.795312014535223,-0.802964187567513,-0.62295893297758,-0.556379686920713,-1.59690200977938,-1.47455346796563,-1.59690200977938,-0.660134308732523,-1.10678257629696,-0.910245669023888,1.64172098452951,-0.897904866220775,0.980096151580818,-0.865362542423696,-0.322539525658376,-1.59690200977938,0.348120949417413,2.23130093530144,-1.06205820041222,-1.06205820041222,-1.39752475859666,0.133261260894126,0.016334847497111,2.44121738026075,0.471951297021204,1.20044820347753
s29,Consensus_class_1,-1.55160800628968,-1.55160800628968,1.29060424918961,0.0114113277752284,1.29346419987731,-0.346965149850701,0.609676069932384,-0.0768668074840044,-1.62402547732035,0.0763620810000677,-0.0747349910771117,0.52586180534863,-1.52766732375979,-1.43479666583076,-1.30634085474634,-1.25342177867782,-1.02293755761097,-1.17437902396715,-1.22417489685569,-1.22417489685569,-0.724980908363859,-1.05361380452854,-0.667168038023372,0.852790211470048,-1.62402547732035,-1.48855476429011,0.833195752565405,-0.596947957069228,0.960099253328042,-1.30634085474634,0.622009552744673,-1.17752467400292,-1.2348919654938,2.50082548483967,-0.398058905316628,-1.62402547732035,-1.62402547732035,0.546491356764708,-1.11567048896359,0.638934371606536,-0.837735675966224,1.09320054308811
s30,Consensus_class_1,-1.65689278666849,-0.73764281761897,-0.127690745339911,0.497649191964393,-0.457746373406855,-0.713332835734143,-1.65689278666849,-1.65689278666849,-1.34240392882884,-0.589842182902278,-1.56546483862914,-0.158474361511038,-1.1731040783884,-1.13832387569863,-1.65689278666849,-1.65689278666849,-0.820965624560631,-0.634929018577535,0.392945456010702,0.487039070994024,-0.487202793343364,-0.188311706068608,-0.986879922375028,0.582214902847186,-0.604048473312751,-1.29466367931425,2.98248424460108,-0.32317372048186,-0.693219882005348,0.516951875474812,-0.627442206880161,-0.15997419750178,-0.0678826477143151,2.67273825479519,-0.742977814992778,-0.955144236205504,-0.188311706068608,0.0171675037696608,-0.0509431598735486,2.75109279477109,-0.291679360909269,1.52547676071174
s31,Consensus_class_1,-1.46133689103824,-0.868036601681874,-1.5361089259429,-1.5361089259429,-1.5361089259429,-1.5361089259429,-1.5361089259429,-1.5361089259429,-1.5361089259429,-0.186213625412264,-1.5361089259429,-0.751574513522303,-0.63450597671628,-1.5361089259429,-1.03924351237913,-1.33196460037227,-0.275608782381212,-1.5361089259429,-0.607670848825705,0.203856135771958,-1.5361089259429,0.556186155248706,-0.797118086961885,0.638953103941874,-0.661346859196126,-1.05508999235311,2.45679812759744,-0.420815641295589,1.6754266727657,0.388040976627267,-1.30065880892816,-0.477470579304321,0.832598650524498,1.47432648049456,-1.5361089259429,-0.492457738338818,-0.877150636722258,-0.0128862317660923,-0.868036601681874,1.86645947538484,-0.565772533152249,1.02946022968233
s32,Consensus_class_1,-1.57545684115552,-0.516288184862333,0.215582541631852,0.463825226586498,0.557410378542231,-0.478835462559204,0.131164993494729,0.0283884718647406,-0.406213435783139,-0.588123395754255,-1.45593468562884,0.346662436082392,-1.35148241458146,-1.31426921587908,-1.17004878982794,-1.28033737043608,-0.0854308104052598,-0.836748129806647,-0.379118482738802,1.01326407573106,-0.512575119421812,-1.38063672391168,-1.30923994128159,0.132695468777782,-1.26214714932663,-0.873904920837406,3.0988571047658,-0.336438292313403,0.534782725545513,0.059950863067337,-1.08052689057213,-1.42633141425679,-0.990897062715986,2.48151579984934,-1.41937892809699,-0.772013679224067,-1.74024170598541,-0.508881633504944,-0.687187129492158,2.00377558937403,-0.104120770100827,1.1204117615775
s33,Consensus_class_1,-1.54470372645677,0.339824481716121,-1.15465059658624,-0.355004657340801,-0.412530709495624,-1.26365577534303,-0.852767611190768,-1.12112612412247,0.0681602122560718,-0.839113041037012,-1.46244591687766,0.157678988667156,-0.688788150385832,-1.3875674985174,-1.43934593476603,-0.965824823574509,-0.777907111895406,-1.12112612412247,-0.220781430156708,0.426851764703684,-1.64445261460124,-0.410718143012466,-1.39734827290727,0.703482911385704,-0.957611237607582,-1.5612574871478,2.21977967143679,-0.636952831680845,0.641312156411111,-0.686100746769355,0.646983836378087,0.0134515393508751,-0.600489649239382,1.34911098284449,-1.27090275057033,-0.380584489899671,-1.35075603890553,0.1217509356373,-1.08446663101909,2.46402932486857,-0.986860418540941,0.893757129116485
s34,Consensus_class_1,-1.48969607611376,-1.12593525351489,-1.48969607611376,-1.48969607611376,-1.45545166299539,-1.48969607611376,-1.48969607611376,-1.48969607611376,-1.48969607611376,-1.45545166299539,-1.45545166299539,-1.22437982265156,-1.48969607611376,-1.45545166299539,-1.48969607611376,-1.45545166299539,-1.40714229504494,-1.15589390735628,-1.18846274041939,-1.40714229504494,-1.29932821415776,-0.100565500983191,-1.31189892657291,-0.922063824524674,-1.48969607611376,-1.45545166299539,1.48131893331807,-1.2439350417165,-0.0858350400510721,-1.01842200846512,-1.40714229504494,-1.32513720612585,-1.19709187149662,1.2106257996971,-1.31189892657291,-1.48969607611376,-1.45545166299539,-0.662180664176934,-0.810195083892063,2.24115935968379,-1.38772428554914,0.314951887694935
